"DirectoryPath","Exists","IsEmpty","ItemCount"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","17"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","12"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","1"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210393 - Normandale Hills Elementary\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","2"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","10"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210402 - Amery Lien Elementary\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","23"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","5"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","31"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","9"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210406 - Roseville - Falcon Heights LTFM\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","15"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","1"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","3"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210407 - White Bear Lake - ALC LTFM\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210413 - Cub Phalen Rx Water Damage Repair\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210414 - Allina Unity MH -Frozen Sprinkler Pipe Damage\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210800 - KA HQ Improvements\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2210997 TMC ASC Humidifier Leak\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\231---- Hutch Health Facility Assessment\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","17"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","4"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","13"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310004 - Baldwin New EMS Facility\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","2"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310005 - M-Health Ridges Facility Assessment\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","5"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310006 - Northfield Hospital Facilities Assessment\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","18"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","5"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310007 Chaska Middle School East\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310008 Little Canada City Hall Update\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","16"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310008 Little Canada City Hall Update\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2310008 Little Canada City Hall Update\02-Owner\2-3 Owner Change Orders","No","Empty","0"
